,Total abundance of ASV,Maximum abundance in samples,Number of Samples
5fc38592a43ded6b2cf5f3eba48eeeef,30,30,1
fa6b0b018a24c755adbe614413e39d53,30,30,1
ffeff6b1e31158a3a52036a89dd6a4e8,30,30,1
396e02c890ed846b4608d2b460ae3d06,30,30,1
705639a80e7757494441dc5605848f02,30,30,1
2c9b6a74356d3588943d67699f86e837,30,30,1
29005025ae20f7c3f0e900124bcb5f86,30,30,1
9ef253bb15fb869807998de2bd65b304,30,30,1
dfee509dd59449f558a0340b1d353991,30,30,1
ac6c7de714dc65963ebf91ea0ed16abd,30,30,1
1a52e3aa8296fc95d430c5e14bedaa29,30,30,1
2c026f012d17da8c39a98e495e20c368,30,30,1
2fcf1c6c8a7e98f75100dbfd113577c4,30,30,1
05228e9b53b01f9a7945e6589292c24e,30,30,1
4435bdf2ac014265d79ee6cac6558572,30,30,1
93621e47e6bce47b0a480e8f4f1086e2,30,30,1
24f8333b90c0ca399a417ef3c44c2e3e,30,30,1
0318dfe0ed16664349e55bfb634e10a4,30,30,1
3b8171ad302b556c328229fb7575bc9e,30,30,1
6c727f5df586f100d3f665cac06500e1,30,30,1
7efb522c7323382f61f84114dc583509,30,30,1
9abfcc3d721f3ae20df497c286bbadfd,30,30,1
a26efa7b1c6ada04ff64cd71f2535994,30,30,1
4d2f24d06ea3fe03f7e6c5790980ac72,30,30,1
15f2ce85a9ebebc8c70b8c7dfab74c12,30,30,1
0eac2aabe9b15cbf99a40e09046eb212,30,30,1
40c3248e509ed281bbdb717ba9b086c9,30,30,1
e66878d498a0440d354b3d1ef4cd96dc,30,30,1
50010918103c368898cc14798b9e6237,30,30,1
151e1b6e83c904c322aa8f1743f7fdf0,30,30,1
b6b9018ff491402fee94cdaf9b9fd064,30,18,2
6d9b629871e7867c9f14a893efbe0f77,30,30,1
20dada3380dfbd72c4f2cf8009c59ca2,30,30,1
8587a7d50203029da86b41e09f426faf,30,30,1
3ccce0677cd157bbda7731d78540b21f,30,30,1
1aa5fa3b61768428509f89ede35a243e,30,30,1
1cf768cc7a73cb8c2e6257f6202c5b43,30,30,1
c177daaeedb5b6010de335812de22d49,31,31,1
cd29e97b509d2c4dd4522649bcbbb032,31,16,2
51ccf4e96fb028de4dbd63fdf6959f9c,31,31,1
b4e3377a54ca0fc3c276ac56d1c4730a,31,31,1
b801c6da355bfa865a6cc4319b258fa0,31,31,1
85edf74fba699e615c8c53307d63b1f4,31,31,1
502dd434b151a9b48374960d2dcf9108,31,31,1
bee200dcb820a78ed963fb0848083823,31,31,1
c25e976579e2f052bd4d6463ee8fbe74,31,31,1
3c82ceca5e0897b6ee3c9dee3af5902b,31,31,1
d3184d332fc6250161526aed3e72c9b7,31,31,1
17a5bb0b915c5d42278a6d428d873be0,31,31,1
cbac1d87d1cda1c84a24da892cbf27ce,31,31,1
18dd45eb14e07c099d2a92a03a583696,31,31,1
17a4662a244f8b3f324b327c365cb47c,31,21,2
7c684cd81e6193cb67f5a2064da9122f,31,31,1
8a55e3399ecba2060de5e4b5ef1d783d,31,31,1
9b657038c4d0586cd668c0127187e080,31,31,1
91ea70e047fc5dce022f70e7d7f50f57,31,31,1
29c0837aab0c3c70b54ad3b4d3e79860,31,31,1
98183a31236991e38f2f2df7269dfadb,31,31,1
44d3530b951e534137b0cc23c01e7da6,31,22,2
796ec049b1b2d6545a240b4da54db317,31,22,2
0000b3b5727a0706d65375f942c4bd7b,31,16,3
01cd8018c539982c02f572cf144476de,31,31,1
72009f4b10e39e7c9e71cd176bbfc8f8,31,31,1
bd7a73722edc09c0faf306f36926bd8d,31,31,1
92b37bfd1495885abc9d8771dd5a30ed,31,31,1
ece9554a3014ea9545962bc6a02aff89,31,31,1
2fed1184bd01a620f509faab3d5ea04f,31,31,1
8a7d5b4def305fb2e2a306e827d69ce4,31,31,1
d6c453b52f9c8705d6a9a47e2d231b12,31,31,1
3e09181165fc17cb73d45c1263a554fe,31,31,1
0d7a3a23c2bee85459b3986e2baf4357,31,19,2
bd1ea1e472c72146fafb57658bd64768,31,31,1
1f9988c49775dd4b60c775a36aac4a4c,31,31,1
5c0b0acc1a0051a35864f6e26ccb4dda,31,17,2
77e30f1198a50bbad5de13b3307abbc7,31,31,1
e1a46196ff6d4e0f072ab51b79899824,31,31,1
e9f44a4f59bbffd06d6d0e0ce57b1090,31,31,1
4af19c71865068f407ced142eeb0554c,31,31,1
0b481adf17dcfbb0871faf5237f523ba,31,31,1
16fddde918ed963903126f765a1da98a,31,31,1
6c40505f9fb7081cc069ca62b11b3a96,31,31,1
870393752003299ad4056887af74019b,31,31,1
f9655bbe1c81d17d8d214024964c0e23,31,31,1
ad2ad171c51c8990a970307beac1da81,31,31,1
2a10c2f2d9369dff73a9931200a56473,31,31,1
0ffac90a1c61d64ff9413fbaa429f144,31,31,1
fef2429ea8a206a0dc9373330eb8e639,31,31,1
cfb6537b62326494c31b1c16de328d6a,31,31,1
b18f3d22aa86490002a0102591274aaa,31,31,1
1a8e7a05693759a97d96425b3a69526e,31,31,1
00e80026c6b14e4b743765366b8a23fd,31,31,1
924daef2714831fcad433b7d6771711c,31,31,1
49f6c81bd31be76fd8d41e24914283de,31,31,1
c5c5e218eeb2131667a654c765b4773b,31,31,1
d975e4866b281f413fb563f85f0e05e1,31,31,1
f3b3f3d469f452a9d869e7800498f067,31,31,1
23edfbad32b58fcb4d2b23f0622aa7a1,31,31,1
295ab6ca7bee2e666446a30299eca8bb,31,31,1
3aa8450d0240d7510196d0384e31f3cd,31,31,1
7f39b6525fde2603e9f47eb03330c5e2,31,31,1
65020ec35e909d14b0ed26b56a4dc747,31,31,1
a003eee10b93f07df9175beb72659092,31,31,1
a6422c6e8d01c8f5af318d1f2b9d7605,31,31,1
fafeeccd4193f35a97bd723f46f87453,31,31,1
f83a5ee578663debcc8c452723e4e0f9,31,31,1
4bf499fde4e4b787db93d922e45aa6ef,31,31,1
a85feeac53bd6143182c5e0a71f8e167,31,31,1
b72cbb6e4234299a4ca1998fe6462e70,31,31,1
cb4bfa8ebe567309bfe0c9a6808f316b,31,31,1
162cf0f35741e886e72dc298c9e0dbdb,31,31,1
b0500edf694afa7e0648c45b0fbe44a0,31,31,1
656138fc91c38501ad762dc8a563c9fc,31,31,1
3ca023f0db25ac38a9f7c90b93797941,31,31,1
a258692f015a01888a6199263e2fdb61,31,31,1
4ac93ee808d993b025f7eba80a562cec,31,31,1
cd0120d77ec3d4a9e57fb03ee7143c77,31,31,1
be382874267526309848b900b1f3b258,31,31,1
7524da440d628dbc59f936764b9f6b8a,31,31,1
a3ae0f706bd107016d4f828edd74411c,31,31,1
28e8ec72fef451ea063d34d215860feb,31,31,1
2141f7e8c9ddc7a0b93b5f6dee7e919c,31,31,1
d7db56baa7468e42d73d701bc4aff020,31,31,1
84cb814ade9912579f51fce503d9f065,31,31,1
0c75ffcb91f7bc7b96b351d612bfb9f2,31,31,1
1b355c8b472556a80a504a28a8abba5f,31,31,1
91bd62956bb28420bfe193e5a650ff40,31,31,1
86d3b51b1450a9e7674c13866effa146,31,31,1
d731879d3d03db5dceab174316366285,31,31,1
101e267b763f73dcec8ab9d895b5375a,31,31,1
9a18f0f5e400c0f482cc0fbc8f4b8cb1,31,31,1
bd74eb605bfddc6981e38215e895c280,31,31,1
2935c589f8fe2039835c1e0bfe98d12d,31,31,1
107b795de8506eb61db439ee0f8d1330,31,31,1
ace145f1e9934721d65058aca2f55b6a,31,31,1
348f0b683761a5179d0b3c029cdb493e,31,31,1
ffc0a9b5343a409513a16fa5e94f52d5,31,31,1
d5ca12fa45766050d82efce0457de00d,31,31,1
9204d38665b5ddb175c01386b2028945,31,31,1
22604a8433fea808d0efa73116028fbf,31,31,1
0ba8b39f329f2af217e934c53319a629,32,32,1
8ebcb9b25b4aa80945ed4f754b54a96e,32,32,1
14ceb102e7f7d50f2088e688c8712c7d,32,32,1
a41c47525c1bef0511405d724acd1584,32,32,1
4d007ad6d62ce1dcc385aaa369bdb501,32,32,1
660a658bfdc8ddab4d81f894f4d512fa,32,32,1
ae098f7f6ddbff5c6371f166c8c2f253,32,32,1
904936cb48bf5802172e774aeeb86460,32,32,1
11de8f1b4ecdaa9ace2e2c69482d21e4,32,32,1
64f30efadfc55cbe8bf731c95995cca2,32,24,2
526e5b6f93043980a0014fbb16ee40be,32,32,1
4366231643922d082f9c16a8bdeaddc6,32,16,2
7d72a9182731f57df25a80d950fed7ac,32,32,1
09e6f0622a6105de2bbd535d7794ed6b,32,32,1
081ec07bebb0d989a4c6dd1a317a68b5,32,32,1
657c4ce505dc82c74c32ef4cf7ecbc27,32,32,1
a679d17512fe24e6715b86e790ff14cd,32,32,1
f724117c471d45b9392dfab3d10c0da9,32,32,1
7ff13ad9a60c264167c96b713e9048cb,32,32,1
65fe057c0928ebb5196ee1d0c9c5e539,32,32,1
55b5472e3f9aefd007dac91bfcd69d2b,32,32,1
a0206ca64b7743b35ba273dff6278f02,32,18,2
6b21f8785c2429dc7d76f75446caacd2,32,19,2
3b81e03979ac09b3dca56623f3ff60b9,32,32,1
3fc24b1d41cab8a2920c71724d90de02,32,32,1
2033bff3b25ccaa23cfdda0b217f88bd,32,32,1
90142d8c547d6786d2c5da5abc64c962,32,32,1
bc1c22cc7c22df83a4d29733ce5e2d64,32,32,1
9ca196463e9cc0861aea52e56763faa0,32,17,2
7c461cb775785ca111d1861302fbfbc0,32,32,1
fabf063b257e4de5a6929f2b361bb535,32,32,1
dd39efeae4f566623be869547708261e,32,32,1
cbae601fc64e89ce074afef2e760ecf0,32,32,1
d17ab46ba688a0aeab0937e0b6a44a5e,32,32,1
f7a30022d1004d0761b76dc095e7c6fa,32,32,1
1ca6b32466d75b1c9d7d36cf5147502d,32,32,1
8f1c762d28d65d88a3eb0113848dd690,32,32,1
4ef95235b785ba5b924203634fefe576,32,32,1
aeda84e9e453d39ad7677e865472316b,32,32,1
5486f20c5b8952a9254660b49d36f5ff,32,32,1
f45943d3c1d6e3d8b468669c6f4beab8,32,32,1
619e5f4dfd93de65bc465a15439c7554,32,32,1
ceaa953d1225779c5355f1fc2816991a,32,32,1
7da4dc88fa295ec67b4a1ff77e77dbd7,32,32,1
e601c7be2c403e91a41c158b286a1c56,32,32,1
88e1d85690b869dd53d3c2cf44861187,32,32,1
30d6a17856ff069474ba689c807b4e22,32,32,1
8b4ca1d3aeb7449ad3a5987c5d3edeef,32,32,1
1bbdda336352383e1049146e839a1d4e,32,32,1
d9c1b0ac094c80c8f2ea75b4afdf3081,32,32,1
960eab32b5c922e190eb39bdfa320ea7,32,32,1
aa7e516430e5aeb6688d02359c9b92bb,32,32,1
c4bd21ffc1ba2a3182cbb54bfe5218ef,32,32,1
b67741a5aff0da7dcf8dc49af8e4c952,32,32,1
963ae26f6d0b4790c5e610505fc99f8c,32,32,1
415122d5e1b3d3371d814d6e74295670,32,32,1
ee78d3803b88151231b02df0e6e9bac2,32,32,1
bc65396b9cf82d463dc6835abf4465c8,32,32,1
5a84147b30274558ac19f18d27bd8443,32,32,1
e70faf9324d886dd83c95ef8c72ec57b,32,32,1
fe0e44d0c194e79be44a880300db7955,32,32,1
b403ec6792623e0fd308ce6e0a07f2e9,32,32,1
2051249964da726719e89f25e60e5aab,32,32,1
f3cf9e7baaee2ee226c49ba914bdf1f0,32,32,1
b966d5beea22ae33249a9ef2a30f1a2c,32,32,1
448ca860a808d11bfad7bb68a7a5990d,32,32,1
b94e4025fe7c6fc781b3001d6f99700b,32,32,1
f4c4747829a7ff186391e7d6dea395fe,32,32,1
e1c6a2ed9b959c9eded9679019d42b89,32,32,1
b592c714629164b40d08d621534f23df,32,32,1
835f7060c6eca71171c223e29688aeac,32,32,1
0a45b4eb7c846dcb517e156dabf3d661,32,32,1
b3517cdaad32711981ca505d618eccf0,32,32,1
fa83a1a40c3b77618540e0c203f24a91,32,32,1
53e3a4d323665d40ba56f2173234d263,32,32,1
c441f4d7f1234c8d27dd4b1169553ac7,32,32,1
d232a02a97aa6cb33f24cb1f25410b48,32,32,1
aae4d08c4383561d086f02af1f02e3f4,32,32,1
976286f161af1732447b12175cd48fcf,32,32,1
4140fa9b2bd2aabdd7f37f55b8d4b8b0,32,32,1
67ea88eb57f0368724c1e5be6804043b,32,32,1
59da4dbb374e2cff4fc35b3122c59f65,32,32,1
1f39e40c05908d40d98fd3004c2b4029,32,32,1
bc76f35ed97cb95c62044746ebe4a3d2,32,32,1
c0a40869f1d30820dc4f02ddd3634454,32,32,1
a31ab446ab1af4d6aec985547297bac8,32,32,1
ffe8e7b948ab93282c6a0864c04182d9,32,32,1
f5ae6b174f40b276cbd6e21b8bd7b17c,32,32,1
bcc9e3e201093f447b84a4562656662a,32,32,1
84e136b192e5397be7b9cb7a3e8bbb31,32,32,1
829fcabbb7c20c1b8d94a6306a529286,32,25,2
25ee52650b76a1abb153f5283cc90b52,32,32,1
0dcb8d897a181a502e552a7d0f3865d6,32,32,1
bcf7356c22a9e34dbefef48e36b46880,32,32,1
44af25fb70776d1eb5506909836d23af,32,32,1
fe1b483eec5874e06203602d1c0555dd,32,32,1
56a27fd4bb14870b2e6754ac4a5a486c,32,32,1
c832cc64f59ba89bb77734c59b8a2ecc,32,32,1
1bfd2dd3c66b8eb8d9602f6f72e81f4b,33,33,1
e5144cba56fc5d75b35b65b39cd55aee,33,33,1
8e36bc4ce79473574c08a8241cbbf83e,33,33,1
160328dcd689b4ffde37e9654cf229d0,33,33,1
3f3fcaa3fad9dfb7775c1ee2f329be5b,33,33,1
b238060ff6149d5363d5adaee1bc7e93,33,33,1
53e84eb551e3ecb1324d1d522c2153b1,33,33,1
32bed46ae34858d0a5599d33f2020980,33,33,1
56946c05801e50c1d8b0336eadf662cf,33,33,1
615a41020addb8415792d01ad895943e,33,33,1
0a609913b17a0b2ed1ff4a882c6c4cfa,33,33,1
34faada5cc50bf686f291cb5b60c9058,33,33,1
cc792ae2223f8e70714f8768498f596d,33,33,1
dc592ccdab9216afe8cf79aaa313f64b,33,33,1
12916b1de5458f5f700c5f1b09f14e3a,33,33,1
a786aded075b3fe6e2d3b20c9852668e,33,22,2
9de70db1dc63c922b2be273ed36e4d6e,33,33,1
724d3cb6d7ae16c52a6819b802b62045,33,33,1
33661786a1dfabf071a2fb506a32effe,33,33,1
4849ed773750a6f748eadd3fa7a9b63f,33,21,2
3c0ac1d95ab94394abd314c8e5d0fb2b,33,33,1
7793eb118080093ca8794823855a0191,33,33,1
afcc71141920297a1798333adefacb7c,33,33,1
4142a527478b7c2fe3dd368c5b06af71,33,33,1
abe703fc674a44e7dd5eef29c7dafeec,33,33,1
8c25a9661499b579b7f689171bdd5485,33,33,1
22b44644c360d5bf4c3f413de3bb210e,33,33,1
19775901f3806966340d987204f90929,33,33,1
245cd8215fda8350c4a9fab4cf2a81b0,33,33,1
524b2e16878f16753c4f49c4680535cb,33,33,1
719f4465939136d42527d960a07067d4,33,33,1
a794e1ac5a8fc06b548cefc25f8902e1,33,33,1
fac4a5159f0e919e19688de72f251947,33,33,1
28a72823933489f023b8ce443f9bf859,33,33,1
f38a1676793e449771053745b32ab1db,33,33,1
b9b53650dcbf66ec39f2084e287da90f,33,33,1
e3080557a851ec54b2b7dcd0248f384e,33,33,1
2a71dd1a49b658f43e268f3d0dd12e21,33,33,1
0a475fc0bc20dabbf9d2780ea19f639f,33,33,1
1ed9b12c9ba6c9b332f541da2a7a3278,33,33,1
292203f507a4f533779242735e48ec29,33,33,1
e5614d3dd198f4618ea7a24a42ea17dc,33,33,1
b05cb66a1d0dca995ca6485b86c3a11a,33,33,1
1a392713a0b20d814cc81ee97de8fe06,33,33,1
826cae1415be362adc6993ae3ede9e49,33,33,1
329945b203840f7b408c64edde5727ed,33,33,1
83bf4b42ef790bf539778c7ec89d8fa3,33,33,1
051705fce60942e03b458affd72a4859,33,33,1
f0fdc938f75ef9dfba7f4e4edd12cecf,33,33,1
606f80d9194869332b3b9484d4ced730,33,33,1
e8fb14230e2862e4d8ca0997f8b160e1,33,33,1
5aec5a32e92dc14b4f04f45e1bfd4d16,33,21,2
57d2020ea2fb2dd3687d5165cb84f169,33,33,1
c16b75b653a48fa231586a5381353130,33,33,1
63bd215822216b9fb90feee41d3493cb,33,33,1
cb14650a0682ef9c3ff114314e7e7557,33,33,1
0b937167bd37397977f964ae516212c8,33,33,1
de073e764a2711944a8fc66f5cbdc63c,33,33,1
36da280ca8a26f3d9c4ed0ff29593580,33,33,1
980df894c8d58366eccaf16b1f6c0622,33,33,1
6356d09dc3850bbf0058af6247dde4fe,33,33,1
a321eb4fda5439d457e99512473613e6,33,33,1
6a373186ffe672c3287fa474855891d6,33,33,1
0de3ebd3b868a2f3881cb6ff8b4e5dca,33,33,1
aa852a218076a3450f2224723c48952e,33,33,1
605945e0d52b3fb3c2bf0fcca0d5c542,33,33,1
5f2664cf9e0bf9c2f7125f9c94d732b0,33,33,1
0f689117b9dde70b97d224575de7cef4,33,33,1
b3c817dae982d9a8414d7720979ada1a,33,33,1
fa3bddfafc3e9a00cc6b6e7679744354,33,33,1
901ce34d0a9c0145cfa31a2a1e42bc6b,33,33,1
3a399603f44cd8b20c85d89265d75c89,33,33,1
64435d65984d8ed31bde3a9ff3cba163,33,33,1
ee250846666d0200bbe80556c741b861,33,33,1
8de097661864a4d59bab077100f86da0,33,33,1
4cfb4bee19c45f5d6b6966bf2d8996e8,33,33,1
61895118c8edce7f943991ede6fccc03,33,33,1
e80165f8a46b3e14fb715e7cff53d7bc,33,33,1
2552a72a69f38b8f3b25f264edc74c2c,33,33,1
79d20eaaba44d1e602a786390c47ba61,33,18,2
6e0aa4a1964b5f0438673096b205b949,33,33,1
d10badaa5db886a03d7e5f70693a7b21,33,33,1
8e87726707a5f3e27475a327574d4747,33,33,1
8b21397b41a605148fb07c4f3a1b1d92,33,21,2
d8f330cfd124411cae96d5c96d056e4f,34,34,1
dd422dd12634247d82fdd6eac439b945,34,34,1
e16dc216183b3432ae75fead679c14ad,34,34,1
f0991f59d68965ee0a8981503556becb,34,34,1
b77ce6be7b4759b9dfd9ecaf336cebf9,34,34,1
2ce278afd690b70144c770e4410e3582,34,18,2
d862fde82afa4cd0db0fce0dd67165fe,34,34,1
fc295d15572fe507605d414a13380d5d,34,34,1
4bae2ebf93bc0d85eb93dd72a5da6225,34,26,2
a6f382d8dd6dde334383441ea245dc96,34,34,1
adb069c4a04a186f20621c6ba790370f,34,34,1
daebec37ad4f6affdd5640a63c358a0b,34,34,1
2049d33c211e6a8b1e01237bf81f0e55,34,18,2
ef83b2d100ea866ed4101eb294153463,34,34,1
1143d083d958bfeee368967f1cb1acf8,34,34,1
955d4d999cfbe0f88b3b3df87e36200d,34,34,1
1b8ca6bba01b6285f51d0d981c7eae29,34,34,1
57ec3c4fea41ad546861a2211742742b,34,20,2
ba3778e51cf9529244c0a872b06a6294,34,34,1
cd3a523dee0be7b991a36b258ae99740,34,34,1
53f0a5083165ee0621cfc9996ea2475d,34,34,1
b884d39b2282ab0c10176db1ff5ff019,34,34,1
3a5dea1e1923fc86530757d9cad579e0,34,34,1
47fc109232669f307c50fe66564fbc25,34,34,1
89db0142e1a7d78aa61b59e55ad82a14,34,34,1
e187bb9a57b1814a40b49318e9d8b5c7,34,34,1
81a78725ab4742c3e36f87e961a3bec4,34,34,1
ffb5a5efee1e27b5bc4f67cd8887ee94,34,34,1
7afac2367a9210d47558966469cbdf09,34,34,1
3b796449f10069d55fef6d393d321f55,34,34,1
0c32e7b853d4f075672a1d12753224c0,34,34,1
38e94c8b2c96528529b5491f2ee897b6,34,34,1
05ad791eec0a8fa5b140515aae583264,34,31,2
dedc099dff1d18ffbaf71888a6a854eb,34,34,1
81eb16ab9a27eeddd231142895f0fcc6,34,34,1
f0b91705135a078682f0bd1c741f77f9,34,34,1
93d433bce737a4f5768d1654eb97a3e7,34,34,1
c158cba502fe6fa93231f21b0e67449c,34,25,2
f24e716cec3408d67e8b9d3243f1c210,34,34,1
1483bd4ac096aecab01e2220a248bb75,34,34,1
d3ce0143782b1bd5547dae3dec98918a,34,34,1
fd4e4838eff2fd2914b2455b28ebd7ab,34,34,1
f2f410dfe65ae6b2cde2f7e7e82e198e,34,34,1
1e5cf6ba8645db7cbf5e9fe885fcc5e3,34,34,1
f4c227fd7ab6d646fb23ea7320f2cd30,34,34,1
0060c672bcc464405ed516c0fae5ceb5,34,34,1
ac9bf986f1e2277c7f2f0a5606ca935f,34,34,1
55cb022ff85f8a0402d245797a2669dc,34,34,1
89f306551515a8865b2980bb9bff0e3f,34,34,1
ec9ab355d2d7f6d158ce1af779fb8e43,34,34,1
a548016965fe2b2d1855547598002c64,34,34,1
5a4eae5f72afc7cd68c2cd115b0d74ec,34,34,1
199b19a93a692bb5bdcbd6312d84feeb,34,34,1
4c06577013190e310c13615f725ec6bd,34,34,1
4d79360af891511c07d7c36f549bf378,34,34,1
f2dd6e1b8ef179b1eb0cddec847e50e2,34,34,1
f42ab983049c49e4dadba5ffd3f8eec5,34,34,1
47c873b68c6a083830945956f919c3a5,34,34,1
83d850f3799b4bf03b962ab51381b3f6,34,34,1
89f83c33d5c30c605a30c529d279463d,34,34,1
4afdab80238fec180f94c2c2db5b1fd9,34,34,1
7da39550e904561580c76cd5781db1b3,34,34,1
402a47622191eb7b06f9708c212cc434,34,34,1
3e474be23d4e55ce078b4754185ed165,34,34,1
c121a6e1063428f102e6b0c8db13a555,34,34,1
8e0c7582a809978615db520bbf762d25,34,34,1
bfa840bdec13e4d520e474b95fd58d7d,34,34,1
f877db4514c93c417dcdfdafbfb6852e,34,34,1
5e231dd4a652a37c8aaa7b3e1649c859,34,34,1
1e1c48c56bc7f0dddc70af572abfb9df,34,34,1
44418db5c616d9d535a748bb420b315e,34,34,1
859c836e98c6f1d4db77661f088430d4,34,34,1
7ba477a322a35bb8c004ff4307f0a73b,34,34,1
1b010a3ed3d2b0b80771107599defc1a,34,34,1
9629f51a5699c0477b5fa7f0f18be7e4,34,34,1
d0976e23ef2b7c78a57e6062a63d968f,34,34,1
5c9651f022f51505d93a64e77321fc0a,34,34,1
29db06d7877376dc6ba2db853df8df78,34,34,1
ae802055a2982b44cb1a64d9959d80db,34,34,1
75c754f07f067d05ca743bb5566c34e9,34,34,1
ac5bd5b01bee144f500d0e6d21b4ce3d,34,34,1
41138fd9fb8f01837a251eb7706bf05c,34,34,1
947a7a68e8a1a68ad969a371923667bd,34,34,1
e3d831b3418b1a3a0ff9e64eba34cd9d,34,34,1
0fb316784129bcbbb3fd7141bf4cab88,34,34,1
eb5d2d6d63c7045dd78f7fe20b497ecd,35,35,1
e8463327bdf11025830a1a023c143483,35,35,1
28883b3eee5ff9517ba85cc438e5ae4b,35,35,1
bbf5610904ddd2e830340c6871c407b2,35,35,1
1071aec58fbc663ca1889d2e54c5c169,35,35,1
71b729eef28f422d76deddaf86517cfe,35,35,1
26a5b4f51ee937f0cb91b3d5af9a3dc5,35,17,3
b9874e592eac969593785e3b2d361903,35,35,1
8552fa14e2f9a202b21d745aabbefd80,35,35,1
bc7a36a697a66e788020d938e0053fef,35,35,1
1388fb0119cf938a145aa56afcfb2e6b,35,35,1
27a66db3d8fdcc27e3c292acaa2d01ef,35,35,1
d2ce59287d1162124ceb6b89de9f5078,35,35,1
59f7fa2b9b37c1013d5d8dc85d002097,35,35,1
a3804d01136831167b97f4ea16266149,35,35,1
cfe8e3a8ce4e939f2c3a70229b2fe7e0,35,35,1
a012990e439e04839ba6ffce1d2f6b15,35,35,1
0d95edda4b49bd37a159415609c2fe02,35,35,1
386dfc05f305e216508573f7bb965e78,35,35,1
684da923414da576770956484eea47a0,35,35,1
cee97038a8dfb23a95b9169bc0610689,35,35,1
beb7fb40178ed80aa0099079d4056a7c,35,26,2
9b34f66e6b048fa0c5dde53963a21db8,35,35,1
c8fb481c9491ac2acefa73078009b784,35,35,1
459ff556092eb2cae851ebfe6328e437,35,35,1
cb31d4abc4bc0cf3f1c6bd540a151a78,35,35,1
8f2fdc74252677673b1ed4e949c20378,35,35,1
cc448c712fb74904e7ea4c8b117d762b,35,35,1
01bf653f61566ba189ba2cbc2989cb44,35,35,1
3af3d4d04464af73ef881005d5a13899,35,35,1
cd989ee649b5f3cc8f4b7ef95d5fa0ef,35,35,1
c612017a76eb059577636b18545023d4,35,19,2
c3ad9931bdd368e25a763930c9e01aaa,35,35,1
6f99f4ff053ac83196106cdb0b96e81b,35,35,1
fc4e4fb3d4cee5a097069016119ba88e,35,35,1
d77161652ded0f385564cf0fd5a64628,35,35,1
1d95586ab4804c0be20581d6cc7a6bfc,35,35,1
bd992b3ee793cbbe1ceab5601b23a57a,35,35,1
9d8a48d2e783dd9455b0e040a442e0b0,35,35,1
571d02d0234240691bb44d7b14034e7c,35,18,2
987d1835435548869cb8ec73896cc43e,35,35,1
27446fe5b5f0544ae5bd8f2eec182cae,35,35,1
291c6adc43481288762b6ead055be759,35,35,1
a3be8dc0c29fd57df6f49599b80b6c9d,35,35,1
5d8248d88943c7185352b1e7b1630675,35,35,1
933b2dc1b0bfd0e224d59c8fbbef6e6b,35,35,1
e3854ce13eea1cf7fe6b0523a6029498,35,35,1
7bc774b6398283d03357bea7d31ba9fa,35,35,1
2270a0afde8344181ad1034480be0bf7,35,35,1
a5e9f1600e33bb8c43262cc0741aafc9,35,35,1
698d041275d8253e7ac30b57455d5b0a,35,35,1
f2446b732adc5dad3455726855d86e75,35,35,1
79409c0722363b226baea40666477c89,35,35,1
ca11a16b37b62112cee8a4d4e697a4a4,35,23,2
f6fd029d78d75dc0127a023b4c72e4b6,35,35,1
e9faa80baf439903c81b8101046f2744,35,35,1
d488c38a98da5ac052b7a735bd3c3bba,35,35,1
5e8cd30010aea3ad8b4e1a1262535d71,35,35,1
c8bd5b149a0a6e5c1d54fb8b1479f0f9,35,35,1
01c452831dbfb3e84b8f925b1a2a1c3a,35,35,1
64a482b397c611cbdba5e2c2f22bffac,35,35,1
c2f1aed451181980e3e1c559905c90bd,35,35,1
3359b08d7a78c77679b31d580015648a,35,35,1
bdb4c2562a97f696909d64db8c6c0a7b,35,35,1
054ef0ed0b366727ce89271fa1a6e2c9,35,35,1
66f6f4aabb51f229b6e832fee2708a67,35,35,1
ee708cee75085da7a5f69d59d30cf672,35,35,1
039a40b0587e89d7fe326b438702e6e2,35,35,1
fdea78a4ca61224ecfd713a619bbb10c,35,35,1
e25685fb3f4923e0d0da567178bd79b7,35,21,2
ee4e39ccf3c0c5149842d676c57bdc90,35,35,1
3f96f239c0c09733052c23318cf87ec6,35,35,1
c1e09e2cb19466664d0f9416e1e25bc9,35,35,1
43945828805047d711a5cbabe307da95,35,35,1
c6acddc84fe524918ea5d9a460b26332,35,35,1
a5b2e8822db4157e039f0ecc5dc39584,35,35,1
06efd2f26993087fa2db5199e4d489e9,35,35,1
d8a9e928405d2506ba938d2fb69fe72c,35,19,2
72641b5a508050e84df5514f565040a2,35,35,1
66e0c7078601988f57507b99bdaaaec1,35,19,2
0147c4f30dc716713aeea420cff2a467,35,35,1
7594895fff17b596c1338dfea5e718f8,35,35,1
9636872ccb58b833ff0c949364463ebe,35,35,1
76259b82e66dbe03134114f491856b80,35,35,1
00f3af02a42c2f4d079627eb12312352,35,35,1
6b7d49a90dfd50820194331ad4ac1488,35,35,1
df9e0b1e4a7771288116810c2c2b4d91,35,35,1
99597fff6866b5a37a6f9fb48077cc00,35,35,1
031c5d0216b4ffb1c56016904452b48f,35,35,1
7bd90cfa66db54925113bcf545217760,36,36,1
31c2377469d6a625a0616677cfe4f18f,36,36,1
f8a0a4863253e44d8aea2ebaec4e722c,36,36,1
ca113dabd6c7e802bbd20e9ce62e4c0e,36,36,1
454326bae25d79099872f87d5311b536,36,36,1
5f09fb1df8cf2245b9bb926b59106ebf,36,36,1
