,Total abundance of ASV,Maximum abundance in samples,Number of Samples
756a108167a3ce30a580c24a799ffe0b,2,2,1
957db60df9b97f8da3b030f2baabe0b9,2,2,1
4131d58272cf874fa3d0a7302652b52b,2,2,1
18043cb87dc8faa4fbf78e4c5dfe28fc,2,2,1
f9ee3efc41482686ed34fbc166d81ed3,2,2,1
59f02a3e0f2d538c1915d5f73f35563c,2,2,1
20a4db1258aaf77e643d1adfbe3af202,2,2,1
90774e5289f892bba31b937bf9e99804,2,2,1
55b188a17baf76e88788168a48fdbae9,2,2,1
3ab431f4332050fd3079282edbebe95a,2,2,1
80c718b0694aa3776b70d337f2a07874,2,2,1
427a3f54e2855330f951bbcb25cf620e,2,2,1
da79bf5fca8489f0c38dafd112484498,2,2,1
b373ee2e4891f299724fa95ff956e850,2,2,1
09069de278b1409207e95e9ec24b3da6,2,2,1
6f29fbbd26db7a55d90ed996e4a9cb39,2,2,1
b7f6d98cd2cc942aefac9072a4286d5f,2,2,1
9a5f7ccb4e3f74b5bcd612e124c56c19,2,2,1
56ca1550f59b923ecf430ab2132d602d,2,2,1
9816b7db19a4eb594e5e3fe1958f860e,2,2,1
b0fdf5d675d6a1fcd523e3f1b97bcf34,2,2,1
fa9835d1c138f39dd0e0c705c16f549d,2,2,1
2de401cccf8cffa8f13a6a6bbc442645,2,2,1
9180433ea6b81f626961670aaf68ddef,2,2,1
2d429128787181824fca9b3416e60793,2,2,1
2a44cc323bd0a077bb2a0824a28eb86e,2,2,1
dfd1dabf07fc5f6f0c8b8eda7bb3cdcb,2,2,1
396b959122e40a296ade5b0518e1be52,2,2,1
95181ac98e790fa05f3250a4a9dd7006,2,2,1
e2f40d038c487ea3886a43f662f92c5c,2,2,1
df004d4675ede557afe0af65ac366241,2,2,1
f2d45c6eb7298986fa0fed6e94010e16,2,2,1
2237664b50f039fee0516dd94dc1d662,2,2,1
a93dce225421fd997bca9499222c3a0e,2,2,1
214fdfdf7996194d9647f1553fbf4902,2,2,1
3f69cb2104aee1e9f47c354994db3cec,2,2,1
61381b15fcb78897b5b70b78538d55db,2,2,1
bdfd89acb4c5a41e8ddb4365454bf4e1,2,2,1
1c05d2c329ecf9d74a03fb5bc013f9da,2,2,1
6ac25326b8fdc3255a3af4413342c4d6,2,2,1
6432490dfc44711a426633800e4b7ee3,2,2,1
7f2ab8589a751207d3204d52a077db8d,2,2,1
53c9123d6ed8776696889a2436cbe81b,2,2,1
b13332a38f30a5562febb620b5e0925a,2,2,1
0404ccab138adad46aad87448944aea6,2,2,1
d59e4acb5aea9db271f3496e38d515ba,2,2,1
77f3d258b9ea21a6fee0b6a05451dd4b,2,2,1
07a6a39d258ba59b422bbb40797ca9f0,2,2,1
c45b2bd2f39d714912bec53e878d8cdc,2,2,1
45a712d6970389301da256ee91ed96a8,2,2,1
dc3aab53fdce746e4ce940711b92b7a1,2,2,1
3338ccc203956401eb455082af66917c,2,2,1
e8bc924ac6d9c7b7753627f1423d9857,2,2,1
8ed5a33f05da6cb169b40a1326a93274,2,2,1
9f79fdc0771aa3baedeb7c2db9745c1c,2,2,1
ee5834b81166500e74b02270b84d42f7,2,2,1
803fdbace198c19f4d3e7aff67578430,2,2,1
aae2b6d5e531756af9be073e72b698ca,2,2,1
a520229a41521e08f43a819d1b59ad93,2,2,1
afadaba5161215c5f97e404755ccede3,2,2,1
ed2e849831449e2ba350582db90c8c5e,2,2,1
9417c722ca12012884c0c09da45cf1b6,2,2,1
05d4444badd838592ab232876f8098ef,2,2,1
67ac53b368e50e297378e800c6cccd07,2,2,1
dbe479589d9f4e4c5d084f929df1223e,2,2,1
1f65ce4ed936d0d52c33ed4dc8316bee,2,2,1
3d8d9836bd919656c4dc366ee4fe581d,2,2,1
3802cb0676100616612a358957400f9b,2,2,1
1ae77013e1a8a9b99d57f201f2972ac4,2,2,1
22224a8a4e7018f15e15c8139a878dfa,2,2,1
e5981559dd9d4472ff536184f0e59e03,2,2,1
16243c19c9e9a14ce1d6f1da0ae9e169,2,2,1
aee3022d5cc0e4508bfddb0a432f9f68,2,2,1
51d70083ec42c15222d16daf1b947e57,2,2,1
3961871b7f29108c4b248d0af977a758,2,2,1
3ee353841913329fe0790a09b5efaa6a,2,2,1
7caf18f5b64ce7454e4cb6922850aae3,2,2,1
a19bb33b76ba66a281cd08d0d59d23c7,2,2,1
80541ccbcc876b80277576bd55668ed7,2,2,1
f63f1abaa77b52a4422ec0950dd62388,2,2,1
feff74e5c635b0eb254e55610750b1cc,2,2,1
6bd5e2944a2dc89ff3d782c6822666af,2,2,1
493b6f4bb44b5aae8bf00be20467d035,2,2,1
a8a348b80751d224885599a16e8c38b8,2,2,1
e679e816a37f1383258a16a46aa37d42,2,2,1
d10469d7c9afb8a94f7531e3d2e2a295,2,2,1
cc46c9428a7c66b5f1769f97ff37a89f,2,2,1
bb04ba46ccec8d9aba9f04593b05f20b,2,2,1
f8e451c649f53108d073495c60940a90,2,2,1
07409bf4caa3a25725405b5d1238f728,2,2,1
95ffc22211e218786422892a8335f54f,2,2,1
593c1b91c23246026e428971dbd59453,2,2,1
dc8c831f2b06c8dbefd65801cc543767,2,2,1
6ad75d64aa17905e9de7dbf7f76ee45b,2,2,1
a04ec69d5a95a09940a49b67afa3f5cf,2,2,1
3579b15a2003d0d6d108a7d7a897ed2d,2,2,1
750e0d392ee39a8e054f738b63c024c2,2,2,1
655cc082b28b040a0f9ef19f78803b32,2,2,1
0a8c4ffcfc1b64a3167b2306fcb914ea,2,2,1
870fd4e0fc5bbc4034c763d0c1173cf6,2,2,1
e6d8171fe5bc434a7be3555bd18cec01,2,2,1
2cc91b168e38e88608e4b0559ae72f26,2,2,1
39259c2299bd8e3f4b76545b2d2acad9,2,2,1
804c99df8f2fe0ed638f71a87e90faea,2,2,1
bee78f8f89c9ce97867ef041592c245b,2,2,1
60ee4e1ffa088fbffe58fb7737fa167a,2,2,1
647b4ed305fb7206a9df1ea2a2a7f1e6,2,2,1
286327583cb26275332400d627cde0a2,2,2,1
cf6430fd8d0d6c54a1ce30f58b562b34,2,2,1
7d09b0c0cb5d47987e06e454577576af,2,2,1
0088f8fdc93b3e2488eddf5e53d4e10a,2,2,1
c6063584201f52a389e3839809a1798c,2,2,1
8e08906b1d76c17ee0679d8068a91225,2,2,1
0233d52c5d9fae76f41409c8cb640f25,2,2,1
de9bb3e233fbc17bd34a215820732be1,2,2,1
32abe24ba7ddddff347e1c1784e4e766,2,2,1
93c28bcbecc77ab4e060faf1b1ff00c0,2,2,1
30bb7449c87c8cac6cd762e04ce64a4e,2,2,1
e0caf6984fde687d0f44d3a9daefc771,2,2,1
c7138e17b4b41f2e92f575fbdbd48a29,2,2,1
1faf978f8053c0bdc1e04f1ab32e0cd8,2,2,1
5bdfc24057f1a2c5451059eb98cbd5ed,2,2,1
78516310ece49f0ff10ac442b7f5d272,2,2,1
2966834ec63bff5d7f57ce1fb67af95d,2,2,1
c166648864b4fda5514a8b26546cda42,2,2,1
dc6333ce320ed9a8d79eab7b239d179d,2,2,1
f16e1279df0b0cd8d08b72d85304d787,2,2,1
1d01bc84fd0e65311df6233f4f46abb4,2,2,1
9d92e293589cc6f61fcea8a17442a3d3,2,2,1
2201e1c3cf96022c67a1b93919cf1a69,2,2,1
0d9783bcd96c595fd839eb4d8136554a,2,2,1
8ac390a814d7bd182f7ef3a47caf71f7,2,2,1
b079e67cba0d2c7406f0020c3ac45151,2,2,1
9ac306ef93c77ee18829dfb316fc2608,2,2,1
6e87d667f57e9807b7fcef05ac896ab0,2,2,1
8f76484038d81fe96f5fd39e93667a0c,2,2,1
3cbda95370130c86102ac7c450a99955,2,2,1
da66affd6da842d2f5612bbacb28afff,2,2,1
7775edbeb8407bf2fa41894c462c1611,2,2,1
08950bfe466c87ff9110e7b9cd15c3eb,2,2,1
6dbe69c6fc218a6e8b2169e45e8c2808,2,2,1
6c357a22b13ffe12fa0e86c175d4bdbb,2,2,1
eec27f8939bb477527c227d8e222e0fd,2,2,1
0b6b88d7d0a60045f2158e0dfb107fdd,2,2,1
8ada3ec68e96c06b2c5fbfe4162e843c,2,2,1
12361b11f78695ec7b9b93e73a697274,2,2,1
996ad0b60df9147dd0b7b3f59b1cb296,2,2,1
87ca47c450c03874a7cc8e78a5021442,2,2,1
ba193a20dd8796974acf9530b36f7faa,2,2,1
eb8f7c6ab5f08bb74e70c64c8b49eb78,2,2,1
c311dd34c4660e6a48e69e7b3bd1a78f,2,2,1
02bdfa985c58e13be5b030eb03a90edc,2,2,1
e2b12c99d88f911e9d6e237e5298bb84,2,2,1
2d39743439e0de62ed5e0db5eb4235df,2,2,1
370a55fde874734fe41bb1224b8db7dc,2,2,1
74ab1dd87018eab152d11aca22076cc8,2,2,1
84c958fe8f8160f140839707dd50511d,2,2,1
931e928b48e3497ac9b22c903b51ffe4,2,2,1
5abfc5425295d493827d6e7c0ec9293c,2,2,1
62f4a7964cf4b7426d9f2981b9218c4e,2,2,1
18af6ae7ff5c01866dff723dfcb08150,2,2,1
bfb43877108145f1f12703b7ba1b696a,2,2,1
6febf4ba2dc24b6c3f4b55f221540ebe,2,2,1
7f1a08dc8819e7b0ee54277698d57ba0,2,2,1
b9da396c73af1f25587c42435f1b658a,2,2,1
bd13d9839e42c5a1e423919f59e62b7c,2,2,1
d6872f0e4edf593bb256d39eb1f4d004,2,2,1
41607e9ea3e8a8b57c3375aeffd77ae8,2,2,1
dca80151593680fe8ede117fc2424279,2,2,1
760d634297a56662d0b505c298347715,2,2,1
20a787bbb0b34c8a8971729446df0a3b,2,2,1
4000aa2541f6c81af15794b4b1041604,2,2,1
215cc28287e0bd614e03c6b2d75c8177,2,2,1
991af8f28c0b34e0f5f710510b29acd4,2,2,1
9d15a08f31a5254feb1ac3fff8c11799,2,2,1
184edd7312a7a8ea5abafb0ca7c71aea,2,2,1
97b71a953b9264bc28d052e2d01f0346,2,2,1
c145d8098c4526f199f26d972d725d63,2,2,1
eeda8a53d5e41b931041259504ec0e24,2,2,1
dc20ffec8be46b3f0f3ad9d3e4958ff1,2,2,1
6d43c8bdb98d81c0b5f58faed5b16a37,2,2,1
c277639e29fc957ac1ba46ed6f33754d,2,2,1
78113c8c4cfceb383d841c2998a01be5,2,2,1
e8bc8d2ec65bd17b4663d54fda288643,2,2,1
880beee1ef2843c7414f4177fb33dfb1,2,2,1
6c8aa3c99a73c5eea2d87712c03c9db8,2,2,1
c09da42aa7ccc9e4b7382d0ed2aff32b,2,2,1
cfa3297b474734a260521d5a53f7bbe6,2,2,1
3d39073521e3fa6ce261ada078af5983,2,2,1
8e161feedbe8b3bcfbc6aa0dc614ebe6,2,2,1
9f10a32aeb731e93beb77ddb43aaef2f,2,2,1
f597b5d14399545f02d2402ac5247840,2,2,1
e9fe597f50b888d95bb334dc62bf03f9,2,2,1
914b5790b579c338f34647c220bd5a04,2,2,1
69509d144d37e6fb20c868309259f133,2,2,1
3af588fd1e4ded7204ac0716443ab2a1,2,2,1
a74d05722e2980a2ef23e25196c66027,2,2,1
942cd4bc4d4ec761346ce8da5454dfb8,2,2,1
1f2148b250f52fca438f261799c4ca7b,2,2,1
1bb710c76aface6d42878388c94403f2,2,2,1
bc953ed8f2c5027c1cd328cf2f58a08e,2,2,1
bb9c621f20b139a2633cc4af066e0bea,2,2,1
04f30ce807f060a2df986b7c8064849b,2,2,1
70d05f27d88316ad94d2b48e75dd47dc,2,2,1
d4d1f625e603bad987660e9418bca34f,2,2,1
80814d826ede68892c3c83b6297129fb,2,2,1
934ac24ad75fce1df7443ff7fe6fa630,2,2,1
9f7c56b69cbf64a705d115b8a3810483,2,2,1
417dfb0b4ef61ccc41243ac9d4234700,2,2,1
a1b5b257f3bdb07fc998ded509a4f1af,2,2,1
8547984230d784d079c9d7d588858542,2,2,1
5113b620416280d0db8f2698d8d828f6,2,2,1
aee845a81cce3cd5026c123421c1f207,2,2,1
43c66e89afb5cf3baf1ba616fc574390,2,2,1
fa12ce4ec63d6dd0a492c178c4d8be71,2,2,1
88300e8b69f05356a376937a52943d12,2,2,1
dea86e31b6e6ae2e941d9aca512ee1a0,2,2,1
f6fb273af40cbd54ffbafde080be2628,2,2,1
0d9561a84437cb4d8475b0c80f690699,2,2,1
9a97abb761a396a9888ad3cf629c8a0a,2,2,1
8fa2258d03ca11964a3da0150b286df5,2,2,1
120fbf75f43d41cab39d729d758b475d,2,2,1
1c2228a68d6e11705e90a2ad3e65fde8,2,2,1
0f005186ae9c517f32bc0f622fad701c,2,2,1
fe4e6f08aca9af3c9d20c54848f05aa4,2,2,1
96e685b2a4b448778c9b778e01a2256a,2,2,1
7d472de308866f77dbcdab52e0a0ecd0,2,2,1
ebbea4d6b46ea873d4d5d219f11b26b5,2,2,1
c23b6ca25947c1f8a9201cdd2c5bb2f4,2,2,1
27ffe1e556fe77a5e3ab01f25ae3b01b,2,2,1
1f3764ac85bbccdf1ad926bd22efcce8,2,2,1
222ce154992bfe861f685e2358ea866c,2,2,1
1e461d97675e6a4eab7a6cbe7ca85cf3,2,2,1
8c2b0c3f160535fd0694ef18ca35797b,2,2,1
5a521da2645dd9e7a189bcda815d3e8c,2,2,1
d64c1150c3dcee946b260343343e6f4d,2,2,1
4efca180b70a682fc3f5491769ab46bf,2,2,1
45f68f2f8daa15461dc1274063506b51,2,2,1
a925682dd0f35bc619c5550670044d9e,2,2,1
b7357563187649b76b9d6662664a7e1f,2,2,1
2a9c25a17d79ae439c12fdd5ac60156c,2,2,1
7f168658be766cd790bedc081bc2f1cf,2,2,1
cdfd826b77956163b4072f814fc9a295,2,2,1
f78bada85a51e8c224c3e67d054f175c,2,2,1
79c82020b1a3658aaf28b3b86b75197c,2,2,1
da9b87ca866bf68e3c9c4cf844aabd88,2,2,1
0651a0fede95b8d94cbabb270df7fdd4,2,2,1
5fc7b067fa8c7b84409e9be8e6121bb4,2,2,1
ca434ae94e84924aebfc6c13171e1212,2,2,1
65bb1f396e778a8e2701a5fda35602b6,2,2,1
c43a9b72669bcd59dc3a63127096f47e,2,2,1
bcd20f04129e51beba5b7350265acc73,2,2,1
59a696ef254de175ae5b7b5bfd15bccb,2,2,1
a66266d3282994528ad572689b3a69df,2,2,1
bb850637fe437b4b084708aef41bb948,2,2,1
fa60bff7a61958c616a2e48b8d04d121,2,2,1
8356784585b9b6e2ebc6b22aabd95f13,2,2,1
d525d7184431fcb604c9e05349df942c,2,2,1
0618bd21f6147c78a84db7b8f97044ce,2,2,1
ee94f404fb2b9959b6fa5bcce26b4eaa,2,2,1
0d00e677e5b595bd0cdd49f1bfef75d2,2,2,1
8a2443a6a4a9802167ff02217cca7288,2,2,1
93dfa1b5ee9495ce1e5e531a2a15e4bd,2,2,1
3e1854558dd953d3028676faa1c58e6f,2,2,1
b5faa40276107439bf99027b4130b2c1,2,2,1
29859cf8fd148e257d9e1e1add85374d,2,2,1
77b9bcc8e1bab486ff0dd1fb4ca839b8,2,2,1
52fddad4cfd676c94f30429a42ec4b89,2,2,1
e59fc11a9b07e887030a1ca9fe03bd29,2,2,1
cb7884e25487add03138fe5e48ea312c,2,2,1
e6f5cbf7157910a37dfc2dae45080411,2,2,1
946b978183a9d3010ebe7f0ed9c61832,2,2,1
86316fedeefa9836284a81f9244b3a25,2,2,1
271969a73e6dc0da5986d2c74302ce1b,2,2,1
017a88803f70d844cdd1fb769a40a0e5,2,2,1
ae3c18d3009a66d9b001c9b1f7c1c140,2,2,1
11843826e5e535c81e9d4771bfbf3302,2,2,1
8bbbfd1ff0e84271a36e169a759a2eb0,2,2,1
dfcb75d555f409f6f680c89c0a2866d5,2,2,1
c40d12f1da59e5a4cef52a953aebff82,2,2,1
08bbea87eb8066e9e1f160ae4174c82d,2,2,1
cbbcd6ffd21744a538cacaf945d85e7d,2,2,1
fd36000bf1da35f793ca4252f7707e05,2,2,1
a6d2fbda4c71138344993c3f8aced2f7,2,2,1
3c71664b868a7544f55c717d51f0a063,2,2,1
b8104c310c21e401f513869f2ad44666,2,2,1
be8ca81a6c783a4fd3c2625be3f73778,2,2,1
5e284b005fb5130aeda2fa73310bbbb6,2,2,1
49ad9ad38af9f4f16592923fc2aa5216,2,2,1
fc553ccb6b85e4e53ead6d379f1eaf3c,2,2,1
918c4f220921c78bc55330ee4083b5d9,2,2,1
ac4baf06b140c2848d5809f0e76220d7,2,2,1
9872fd35cbe978e35975293289f108db,2,2,1
4d872865b66005eca1066e085fa15bb9,2,2,1
9811be83fab6efacc20a5990dc96cdaa,2,2,1
6f1944c8c2d4c9bf169aad5ec6709891,2,2,1
8091782554ee2ce0b4ea2734b9aa3360,2,2,1
6f81420bec21bc118f6a5c633fd4b8d2,2,2,1
26c3b6a738a689e901f6d5261de7b5aa,2,2,1
8a3c5e7b78c172e8ddd2d2b9fc76bb07,2,2,1
64369aebc5bea64028e325511b5d317b,2,2,1
5ea1683c05020ea57aebb067e2fca181,2,2,1
0726d0d7cf6b94f5180eb63fc4928402,2,2,1
d1640cfbdd85bf35fcd9761ab80d5db0,2,2,1
a42c927ccf16824a562f5ca2ff0fdded,2,2,1
207c509008dc66a2603b6ca4a47a8783,2,2,1
1c9e5f369e29a10e7729b55f8d5ff092,2,2,1
2ac84caedb5827213a8eea99a6f465b3,2,2,1
8b4075385189b4dec1d9bfdf22ae583d,2,2,1
67c41a5fcdb2fbe393eadf99981992cd,2,2,1
1e403564dbc611a8038b77299d6fab98,2,2,1
baa04168f49904974b4c916ff59df94c,2,2,1
b03a3098aaf10d8fabaf69e2dd53d10f,2,2,1
7c8630c998522909d94918b09cfa628b,2,2,1
95df370f02a990c1cfb72c3f0ed84e80,2,2,1
f396b870a88f03d5d55c29faa30aa4fb,2,2,1
471942cec394640d482f48b3fcfd2cc1,2,2,1
2b0f1716e2feb8d845fe02a0a5a8324e,2,2,1
5fa56f2fda5c9a65e6e880b384ecef5e,2,2,1
ade5716203a13fb96e362683c13d881c,2,2,1
b58c427af572ca1f3c28116733ef6168,2,2,1
77995cfc7e94b139f3e697548cc2be5f,2,2,1
ce60369566ee9a40dedaea5583c8e707,2,2,1
e4d8220402f5c33324d9e2a3353011c4,2,2,1
144f18b86f6123c0efd143c7b1235179,2,2,1
3515fa775b744f507af95b5cfb8eaa6d,2,2,1
45dfe236c21cc9da02054ee2f841e87a,2,2,1
2ce47fad838405965168fa7aedc4e365,2,2,1
843085bf7ab2e3d70bcc886d14bd3ae9,2,2,1
a92fbe276e4cc65e3409df33d51f794f,2,2,1
4c8cb03624a7a12fd1c98b55c692e5d6,2,2,1
7c55723007853d38f21d5d0edf0326f7,2,2,1
81337bd568a42bb0fe092f2d3135b250,2,2,1
25fb10d9a3f4b784d1799b545c521605,2,2,1
45f7e82af3fdf7520cfe8d216c34612f,2,2,1
17b05c8e46c9e840f6d3f0c766982b34,2,2,1
b23cc3f41851de2cede76f868447a7b5,2,2,1
d6734c3b1d064d1b2424f5756aa4ec48,2,2,1
7a466c2252c6da6ee1d5e7769fd1e453,2,2,1
143181dedf8f1078a97d929411d4dfd0,2,2,1
2e20db51ad35bbba31d9de298c61c814,2,2,1
fd61249761432c475764e55759d0a447,2,2,1
460683f0a3aeb7cc20f149d054076b2c,2,2,1
9bcedd3403a35e9254d32b0e822f1305,2,2,1
e337d3900033483e684212ba5fc9663f,2,2,1
ac532e42d88a83711c25102577e046bc,2,2,1
37c910e0f850ec39ad50128fac7f1bc1,2,2,1
c3e5b90bf28456d4b66eb32b80e5faeb,2,2,1
f82fd14c26e0b193658d56dfe9fa5cdb,2,2,1
be22ef995a50456aa36732e9c20a256b,2,2,1
f51e15741cac513b69ad7740634377cb,2,2,1
b450e4bd1eaa93e05fc418cfd452e74e,2,2,1
410f75ec5f251468d018502fdfd65f55,2,2,1
035e30b7f210a922f02ad9dc2045dd4a,2,2,1
33f84b9086962225150e42cb79250b4d,2,2,1
7c88d26fafda94fe4616b6c89fa25362,2,2,1
5d0e5529937c05ee19ae264257bb30b0,2,2,1
a8198639eb9f5b2f3940f665938a25c3,2,2,1
99b5125892e10810f88f22eeb41a6eb9,2,2,1
ccff0ed322bb527e50ad12df1c5d14ca,2,2,1
d01c5900bfb2615405f73ee404a8144d,2,2,1
02a868612148a7441395ebcc96cbdd6d,2,2,1
d0102f3017b8221959f87bf73196aad8,2,2,1
cfc4929c2ce56c00fabf53bf05af8104,2,2,1
497938685db2f904db12fdea83face3e,2,2,1
248540e9e6dc1302c6c6983e30b83188,2,2,1
44fc83490cfaba4ccc4e4666d6cba6fb,2,2,1
8c6f47c1ceb3c7b39cfe6ee6b1b647e3,2,2,1
f78502c2acc1b1122fecd2f86d32c7ec,2,2,1
3d0941a56c041bb09d6ad9e23a96929b,2,2,1
db8ca5bea8d15f9b8602a8ba925b6e3d,2,2,1
5120aa1cd25aa1bac714ed47d4eca77a,2,2,1
6350537b9a37456b72ae251ca96c74c7,2,2,1
6e89ace7f5b393962c6aa97b0d6d6025,2,2,1
2361290e17fa84d7e2fbce8365af5dba,2,2,1
d2036c8e73ae707166ab0c3e7713405b,2,2,1
5f0d9d6914b1dee616c1cebb5d5d904a,2,2,1
419607fc57ed0f11aa29c7165d55046f,2,2,1
6110b7e3ab8c27c794de177f2ad635d9,2,2,1
8c02d20070e3cecf79ab1db71bef397e,2,2,1
911e83d1f16da73c43b84c3644f447b4,2,2,1
19d22bf4f5827980477851615524969b,2,2,1
47847ba9686b790de5f3972a8713afeb,2,2,1
93871b17c9653b7bff123a542f379105,2,2,1
4fd28bc227098eb5b4222768e6ed5f12,2,2,1
abf5e0efcc8a6bf9259ce879d617b660,2,2,1
f7d7568f193389465c9c7423732a246f,2,2,1
399c938d0317502e5e03523d92a20293,2,2,1
765465c036c966f60b72f4fd6a26d392,2,2,1
35aa7388d654ed25ee3ede094568d4b5,2,2,1
e72218a57e80a9c8c8dec20f0b63cec7,2,2,1
2cb4cc670679ef174807c105ac150dab,2,2,1
23ad8ac195d818a19f207e5926926c22,2,2,1
799c3dcc91654fe945c16898cbbb0dd8,2,2,1
1e16f1de9ecbac9e9f8fb08dc3843518,2,2,1
185d8f1a681cf9d187738a2b9fb02704,2,2,1
bf5af2735622977ae1cc56c31eb58909,2,2,1
3d46285894febfb5a0f411f30a538d15,2,2,1
957b21e418aa041122b12af4365cf8bb,2,2,1
d714e38200b738db8ee389e7526a267b,2,2,1
e77e71d3fd69996e934417d787a5bad5,2,2,1
0d2acc932c08722f1c448a0b2de270c4,2,2,1
20125e67a5bb5ff56c9b5203d46133a3,2,2,1
13093b0a008ea5f6047ae39e25aae00f,2,2,1
1d2c5a300735044e79e54ee48a0497d6,2,2,1
b417235ccaa4db090af697d74ff2de45,2,2,1
23138930a0f8e2db6978b4c58b50e3ca,2,2,1
456d307c05d686bf06f5f82fe96ba332,2,2,1
c49431fdb5ca22091d4541d329fef759,2,2,1
dfe68f10e2a7551c2f6ddd209598d0c5,2,2,1
6db48e74c14f57c4de9990709193becc,2,2,1
b3ffafc10676e13047c3d1400beecd98,2,2,1
26449b453b1ee4dc67398ba076a90293,2,2,1
334eec89edab4bd56db6ab25b1415175,2,2,1
ce0f9eaa7f9ba6c224d55d1dea5a535c,2,2,1
915442dee8a691c7c19c8ad5d2b31c35,2,2,1
b1ac7e9d8a44bf813fb5b26743115e94,2,2,1
8aedfe5adaaeb96ef19cd8875d95bf55,2,2,1
366ac246a10dda870ab3b698ae45a455,2,2,1
b5d4f714d4ef27330b1cf80be40882d0,2,2,1
20e02b2b8243e0c2422defce7b89b6ca,2,2,1
e7615e6473f43900f2ac9430e51747b4,2,2,1
0af9597319f1d342eba8103dabb89b62,2,2,1
6fe807f188832c3b924d9629978e3bfb,2,2,1
0768d9c70e1f61acda8c59f1eccf0743,2,2,1
9e614dcbd2835ce0e2f6ebdfcc9947ec,2,2,1
a0b8c01e7158e98fd55c5941e589dbda,2,2,1
caf139db1eda006c06bb693731df827f,3,3,1
1dbcbddbb5e0647b921c8e677f397636,3,3,1
4125df84eafa133a5fe0b8ef77ba90dd,3,3,1
7d0c50d50160d3627d1b5ae4be60812a,3,3,1
1221642b6b86b95afa88b10dd2380baa,3,3,1
3352d2c1f67fba30bd20a7b59f787167,3,3,1
6fdf893c561f113036d8c0b13d96f340,3,3,1
d791ceab76ec7d8c25f3a0390d51a6bb,3,3,1
217fae65e061dc7236f2c7e3d8426fbd,3,3,1
357c92f9d2acac9ccc8034525d7d5256,3,3,1
ee49e9878ecfaa0296ea4b17dac6230c,3,3,1
70c75b061f110a579f69f36b77fb8b01,3,3,1
015aed484cb800c6fcf101d9823d4cd4,3,3,1
14a05d26eb834e64328c20f515fb855f,3,3,1
a66b79b79e44d20dd87d716c5359b2dd,3,3,1
8702654bd67ecc4a5264579d913d39c4,3,3,1
6da795c08c723d997af463d700ebbf8b,3,3,1
d62719d01c5350ac899fc34bc51f93ad,3,3,1
adbdd13b0bc45045e32f4fbefb57b877,3,3,1
115eb70da9faec52ff4c4fc487abf21b,3,3,1
012f7330c0831be17b48cb18fe3ee29f,3,3,1
8634f15015229ffc8270e2af5ccaf147,3,3,1
a4bf786cd13613ff426d8fbc7f667850,3,3,1
47cd2cbedafd35bf7e8128646a6d04de,3,3,1
ffb66a4beead8cde328c81242f55222d,3,3,1
a420edf2f65c1b55ef48e352bd8e8dda,3,3,1
a84a12918f416ebf41a304a47011501e,3,3,1
b76c081626334cc856ef8620642d233d,3,3,1
49f58549537d4146e38a63518b071648,3,3,1
31ebcee2c0787b46686acca906ef61f0,3,3,1
8957f5d555ec6170581c03e0470920e3,3,3,1
b2886d6bf7a2b305eb21222f9fc7fd82,3,3,1
aea075f0761de8203853040f52859c87,3,3,1
f6b7ed8ef031f73d8cd4d25b51096bc4,3,3,1
1d098a854becad2489f62e586054c4ae,3,3,1
92c6585e77f8fd42b4b6ee0070c8e7f5,3,3,1
2f20a710f1682b3652d4bf7d93770630,3,3,1
29f898a4799b03a65dcf760b4e7d7b67,3,3,1
b95d6c7409c22b164c607937a072904e,3,3,1
6287bed1b4f0111f9b5c912f7ca87604,3,3,1
f41f8ff4fa13912edcf74c9f62cbf058,3,3,1
1838e3c981017e2cfbac78a454785c5d,3,3,1
c33d27dd5bee48e7dca18aba5de67fe3,3,3,1
2a2995b9de43f4a0d7d03e75f34b2e5f,3,3,1
2687ce0e68a9c4236482cc587df7737c,3,3,1
2741b62bc0c8526eefbd36a3e73ec631,3,3,1
876efcf77f9f62a7c96cc57f4a26fa2a,3,3,1
1b13a88805f3bb89291d9d866fe94a7d,3,3,1
141db85218041b652a919d9249b8df94,3,3,1
05e99513d6bd589d7709ea528f3126fb,3,3,1
9043056f31412e4c0181c4a6f765633d,3,3,1
2bde1adf41165c2ff763c1ab3f55b20c,3,3,1
3e928cde1ee37f17379f20417f5fda94,3,3,1
c725751e09547dcf38c5e94c5be7e1c0,3,3,1
def95c001deace3f89f40dbe7382a203,3,3,1
cf2eabbf49641ca1a8110ae47adcc74f,3,3,1
aaeb4acad59fdead66de4aa2feedc0b0,3,3,1
6636da8fe634b569c72b1ab73c0f7c1d,3,3,1
9aadbf1163accf91d89ef55c93a4066e,3,3,1
c3adc82bedcfc7a66cb5501490e52021,3,3,1
b82e5297cdb8cf842dc3adf0dd68056f,3,3,1
8bb3b537ce778b056fc806d948a6f688,3,3,1
fef030567ba16f75ce288be2e5fc374e,3,3,1
3a7e10b5142f4b16eaccdb5fc1ddf7e8,3,3,1
38940b8c62833e90ec6741f710ecbb31,3,3,1
51184912bafd9014336b68ecad38c2b0,3,3,1
ac9c836c6401b7a15e142a483bb4f912,3,3,1
308cf2fc007c62a0a4b17252df8d30fa,3,3,1
50ea623c9de271fd9e2948f8623632f3,3,3,1
1a08f6c9db55cdadd366e8c949a9b1df,3,3,1
8a4b2140755bd3863f04d5f0044b7abb,3,3,1
